# units=S/m
# energy_eV xx_real xx_imag xy_real xy_imag xz_real xz_imag yx_real yx_imag yy_real yy_imag yz_real yz_imag zx_real zx_imag zy_real zy_imag zz_real zz_imag
0.00000000000000e+00 2.25845933814595e+05 0.00000000000000e+00 -3.23249498029458e+02 0.00000000000000e+00 1.34698860399768e+03 0.00000000000000e+00 -3.23249498029449e+02 0.00000000000000e+00 2.25865453187419e+05 0.00000000000000e+00 -8.64024205557872e+02 0.00000000000000e+00 1.34698860399768e+03 0.00000000000000e+00 -8.64024205557873e+02 0.00000000000000e+00 2.28600992877704e+05 0.00000000000000e+00
2.00000000000000e-02 2.34348591325785e+05 -2.28074097271625e+04 -3.07644965690092e+02 4.46733958715777e+01 1.22656407617831e+03 7.46823531481436e+02 -3.07644965690090e+02 4.46733958715784e+01 2.34377056947189e+05 -2.28295062894405e+04 -8.79589953763260e+02 7.69233992946730e+01 1.22656407617831e+03 7.46823531481436e+02 -8.79589953763266e+02 7.69233992946729e+01 2.39336102478163e+05 -3.07457652353855e+04
4.00000000000000e-02 2.52607844128306e+05 -3.27047552812085e+04 -3.82296116167449e+02 1.89645361723436e+02 5.90493028181388e+02 1.46309226198425e+03 -3.82296116167447e+02 1.89645361723437e+02 2.52658258511429e+05 -3.27374615225836e+04 -1.07408070550240e+03 2.04369611956996e+02 5.90493028181386e+02 1.46309226198425e+03 -1.07408070550239e+03 2.04369611956997e+02 2.65331358510494e+05 -4.65574227057361e+04
6.00000000000000e-02 2.68143904518515e+05 -2.82922040520017e+04 -7.09709277628118e+02 1.80541726056564e+02 -4.38550495760742e+02 1.51142920617264e+03 -7.09709277628115e+02 1.80541726056562e+02 2.68217668011040e+05 -2.83276805382793e+04 -1.51656251477746e+03 1.33428942758787e+01 -4.38550495760749e+02 1.51142920617264e+03 -1.51656251477746e+03 1.33428942758781e+01 2.92011379977620e+05 -4.09100506188249e+04
8.00000000000000e-02 2.72957443794040e+05 -1.60335570497026e+04 -9.14833257310453e+02 -1.97583328848055e+02 -1.08730434221371e+03 9.01098572939742e+02 -9.14833257310449e+02 -1.97583328848055e+02 2.73068713896993e+05 -1.60659425532211e+04 -1.64335610090296e+03 -6.31742534859400e+02 -1.08730434221371e+03 9.01098572939745e+02 -1.64335610090297e+03 -6.31742534859403e+02 3.03962085775531e+05 -1.97416491773749e+04
1.00000000000000e-01 2.65185899674046e+05 -4.08632399752418e+03 -7.34265278901467e+02 -6.02964476540271e+02 -1.15264505006146e+03 2.39596508497784e+02 -7.34265278901459e+02 -6.02964476540264e+02 2.65333622718024e+05 -4.08227873013738e+03 -1.21631245827562e+03 -1.13393219381150e+03 -1.15264505006147e+03 2.39596508497788e+02 -1.21631245827561e+03 -1.13393219381150e+03 2.95365571131299e+05 2.46116142007698e+03
1.20000000000000e-01 2.47196899816524e+05 -9.60214195472019e+02 -3.75730685763723e+02 -7.18724242465351e+02 -9.39103219194301e+02 -1.53766401286540e+02 -3.75730685763724e+02 -7.18724242465347e+02 2.47354160461998e+05 -9.27746416436616e+02 -7.16846977927496e+02 -1.18469077678826e+03 -9.39103219194297e+02 -1.53766401286540e+02 -7.16846977927495e+02 -1.18469077678826e+03 2.71727865954378e+05 1.09511341060142e+04
1.40000000000000e-01 2.28417848793185e+05 -1.12280766609934e+04 -1.35836572632980e+02 -6.07628248201469e+02 -6.92161471423412e+02 -3.19329822925319e+02 -1.35836572632981e+02 -6.07628248201466e+02 2.28628357494802e+05 -1.11827127214331e+04 -4.13563441849112e+02 -1.04694550638219e+03 -6.92161471423410e+02 -3.19329822925319e+02 -4.13563441849113e+02 -1.04694550638219e+03 2.48456448545932e+05 1.45073892813325e+03
1.60000000000000e-01 2.17727898310780e+05 -3.06313426963373e+04 -6.84414186321231e+01 -4.75833600696031e+02 -5.16185264246072e+02 -3.37732787859348e+02 -6.84414186321235e+01 -4.75833600696033e+02 2.18057433359829e+05 -3.04657834187244e+04 -2.65814559339153e+02 -8.85469444043886e+02 -5.16185264246071e+02 -3.37732787859354e+02 -2.65814559339148e+02 -8.85469444043881e+02 2.35658900903518e+05 -1.81722158791636e+04
1.80000000000000e-01 2.17777450257833e+05 -5.00093533214022e+04 -7.05141656338099e+01 -4.27852353373036e+02 -4.43370640316975e+02 -3.33692679367766e+02 -7.05141656338104e+01 -4.27852353373037e+02 2.18055312005850e+05 -4.95085128446868e+04 -2.08113774689818e+02 -7.71053823421005e+02 -4.43370640316975e+02 -3.33692679367759e+02 -2.08113774689818e+02 -7.71053823421009e+02 2.35093106027866e+05 -3.70127811431444e+04
