# distance_A^-1 tb_band_1_absolute_eV tb_band_2_absolute_eV tb_band_3_absolute_eV tb_band_4_absolute_eV tb_band_5_absolute_eV tb_band_6_absolute_eV tb_band_7_absolute_eV tb_band_8_absolute_eV tb_band_9_absolute_eV tb_band_10_absolute_eV tb_band_11_absolute_eV tb_band_12_absolute_eV tb_band_13_absolute_eV tb_band_14_absolute_eV tb_band_15_absolute_eV tb_band_16_absolute_eV tb_band_17_absolute_eV tb_band_18_absolute_eV
0.00000000000000e+00 -2.68725715047524e+00 -2.43859074421329e+00 3.40438161341026e+00 3.43018517772829e+00 3.46300902105513e+00 4.65572608887315e+00 4.66398363535200e+00 5.31414315549018e+00 5.33392941972734e+00 5.36517395188429e+00 7.34470807801524e+00 7.34672677397411e+00 3.81182762418719e+01 3.82524630683480e+01 3.84339211389208e+01 3.93919025769189e+01 3.95249246131888e+01 3.96378071468509e+01
1.10617449823440e-02 -2.68661446648757e+00 -2.43808337753176e+00 3.40442953626655e+00 3.43018339403578e+00 3.46309124619459e+00 4.65551829008873e+00 4.66395458538810e+00 5.31433217757469e+00 5.33390827841711e+00 5.36510422049323e+00 7.34439264225408e+00 7.34688735032614e+00 3.81147468073123e+01 3.82497582212643e+01 3.84289417532828e+01 3.93894711718061e+01 3.95219017902128e+01 3.96308110780685e+01
2.21234899646879e-02 -2.68488404271793e+00 -2.43659356608635e+00 3.40460708474242e+00 3.43017916879541e+00 3.46330468323141e+00 4.65494241607004e+00 4.66401141694133e+00 5.31463626076561e+00 5.33384438042625e+00 5.36516246073291e+00 7.34343507050278e+00 7.34741380441027e+00 3.81027863118144e+01 3.82415174448089e+01 3.84154455807639e+01 3.93776972430265e+01 3.95127316622755e+01 3.96145160417275e+01
3.31852349470319e-02 -2.68206921612737e+00 -2.43412043091033e+00 3.40491195163769e+00 3.43017262858058e+00 3.46365223268809e+00 4.65393061815252e+00 4.66422295750796e+00 5.31504977325268e+00 5.33373816709798e+00 5.36535513762734e+00 7.34183941635270e+00 7.34829988765917e+00 3.80821549177405e+01 3.82277353271423e+01 3.83937442544777e+01 3.93561843985108e+01 3.94974291719207e+01 3.95894098436485e+01
4.42469799293758e-02 -2.67817460958866e+00 -2.43066226437697e+00 3.40534017510084e+00 3.43016399398247e+00 3.46413883145864e+00 4.65242325745733e+00 4.66464961647847e+00 5.31556396369430e+00 5.33359039422493e+00 5.36569237008569e+00 7.33961279697720e+00 7.34953456938374e+00 3.80524706081816e+01 3.82084025894669e+01 3.83643387230523e+01 3.93242882903226e+01 3.94760194720461e+01 3.95562886764610e+01
5.53087249117198e-02 -2.67320604906398e+00 -2.42621655805204e+00 3.40588612550603e+00 3.43015357913042e+00 3.46477144404669e+00 4.65039224337598e+00 4.66532005377993e+00 5.31616694639329e+00 5.33340212697270e+00 5.36618791435959e+00 7.33676010332152e+00 7.35110740002425e+00 3.80132391011322e+01 3.81835061031608e+01 3.83278887955938e+01 3.92811772713026e+01 3.94485373363128e+01 3.95161957751508e+01
6.63704698940638e-02 -2.66717045940090e+00 -2.42078004539811e+00 3.40654250099458e+00 3.43014179092953e+00 3.46555903721684e+00 4.64783634836288e+00 4.66623588355508e+00 5.31684377729438e+00 5.33317473204261e+00 5.36685904552114e+00 7.33328569189928e+00 7.35300692465000e+00 3.79639144845621e+01 3.81530288212870e+01 3.82851516893326e+01 3.92259919669624e+01 3.94150264182572e+01 3.94702609725432e+01
7.74322148764077e-02 -2.66007574101286e+00 -2.41434875947523e+00 3.40730034713066e+00 3.43012912817596e+00 3.46651252344000e+00 4.64476660808844e+00 4.66738630316859e+00 5.31757667980231e+00 5.33290986779124e+00 5.36772627841765e+00 7.32919421459879e+00 7.35521998856014e+00 3.79039922521535e+01 3.81169495182756e+01 3.82368878479814e+01 3.91580846364509e+01 3.93755384327811e+01 3.94194603871922e+01
8.84939598587517e-02 -2.65193063014806e+00 -2.40691810567672e+00 3.40814911955080e+00 3.43011618074862e+00 3.46764465527935e+00 4.64119657355191e+00 4.66875787998291e+00 5.31834548234198e+00 5.33260947326406e+00 5.36881286669064e+00 7.32449083400700e+00 7.35773168517394e+00 3.78331157393827e+01 3.80752421702429e+01 3.81837529891600e+01 3.90772209882531e+01 3.93301323290220e+01 3.93644137460685e+01
9.95557048410956e-02 -2.64274454582988e+00 -2.39848294937152e+00 3.40907681015152e+00 3.43010362910654e+00 3.46896985136338e+00 4.63713860578446e+00 4.67033830402622e+00 5.31912831441469e+00 5.33227575736492e+00 5.37014403360965e+00 7.31918124025160e+00 7.36052552736216e+00 3.77511584518836e+01 3.80278747110667e+01 3.81262138663176e+01 3.89836208513770e+01 3.92788735099577e+01 3.93053432068721e+01
1.10617449823440e-01 -2.63252742686707e+00 -2.38903771809317e+00 3.41007015600813e+00 3.43009224433847e+00 3.47050393607446e+00 4.63260319335288e+00 4.67211712482393e+00 5.31990256782844e+00 5.33191118967250e+00 5.37174592847959e+00 7.31327160552602e+00 7.36358370268760e+00 3.76582499556486e+01 3.79748067371115e+01 3.80645200764516e+01 3.88778455328082e+01 3.92218331363016e+01 3.92421862769883e+01
1.21679194805784e-01 -2.62128956257092e+00 -2.37857651762831e+00 3.41111494453957e+00 3.43008288901971e+00 3.47226378085021e+00 4.62759924565167e+00 4.67408551764793e+00 5.32064606556547e+00 5.33151849470833e+00 5.37364436647926e+00 7.30676851696781e+00 7.36688736802947e+00 3.75547431581648e+01 3.79159854519392e+01 3.79987341082736e+01 3.87606441712913e+01 3.91590875344680e+01 3.91747512287423e+01
1.32740939788128e-01 -2.60904142097636e+00 -2.36709326101735e+00 3.41219641761990e+00 3.43007651912350e+00 3.47426684586071e+00 4.62213454307011e+00 4.67623589613487e+00 5.32133830692584e+00 5.33110065169615e+00 5.37586348350632e+00 7.29967890106474e+00 7.37041696612964e+00 3.74411491897660e+01 3.78513386353359e+01 3.79287934641714e+01 3.86328460036885e+01 3.90907177127641e+01 3.91028293133314e+01
1.43802684770472e-01 -2.59579347843627e+00 -2.35458180910394e+00 3.41329976181831e+00 3.43007418721647e+00 3.47653063635372e+00 4.61621610860546e+00 4.67856160458874e+00 5.32196160241063e+00 5.33066090187257e+00 5.37842449284320e+00 7.29200994465735e+00 7.37415255433800e+00 3.73180707698981e+01 3.77807624764794e+01 3.78545740270611e+01 3.84953157625724e+01 3.90168089757254e+01 3.90262487238307e+01
1.54864429752815e-01 -2.58155605444422e+00 -2.34103612087333e+00 3.41441065403889e+00 3.43007704713466e+00 3.47907210583858e+00 4.60985046691271e+00 4.68105672176679e+00 5.32250190585322e+00 5.33020276483752e+00 5.38134473701390e+00 7.28376901506134e+00 7.37807413809408e+00 3.71861515322466e+01 3.77041002980112e+01 3.77759372612583e+01 3.83489565638386e+01 3.89374506103593e+01 3.89448899438742e+01
1.65926174735159e-01 -2.56633915543404e+00 -2.32645041142005e+00 3.41551581574942e+00 3.43008636029147e+00 3.48190705429436e+00 4.60304381005740e+00 4.68371595464688e+00 5.32294920835934e+00 5.32973006348157e+00 5.38463717308362e+00 7.27496358096503e+00 7.38216200237122e+00 3.70460442558769e+01 3.76211046455800e+01 3.76927583655553e+01 3.81947471907929e+01 3.88527355969341e+01 3.88586831459374e+01
1.76987919717503e-01 -2.55015233110967e+00 -2.31081931500603e+00 3.41660351984806e+00 3.43010350371183e+00 3.48504957862218e+00 4.59580209589115e+00 4.68653459407061e+00 5.32329746323187e+00 5.32924695215741e+00 5.38831032983961e+00 7.26560113540795e+00 7.38639703458652e+00 3.68983936361537e+01 3.75313682865262e+01 3.76049398085976e+01 3.80338161318065e+01 3.87627602749575e+01 3.87675998102284e+01
1.88049664699847e-01 -2.53300454658041e+00 -2.29413805033009e+00 3.41766399606147e+00 3.43012997981611e+00 3.48851163058486e+00 4.58813110007651e+00 4.68950850917315e+00 5.32354412588517e+00 5.32875793241991e+00 5.39236867068981e+00 7.25568912195839e+00 7.39076103272392e+00 3.67438280095119e+01 3.74341971157907e+01 3.75124158924751e+01 3.78675740323721e+01 3.86676238915418e+01 3.86716439871090e+01
1.99111409682191e-01 -2.51490407321760e+00 -2.27640258484683e+00 3.41868969449801e+00 3.43016742789606e+00 3.49230272358901e+00 4.58003643675822e+00 4.69263416374559e+00 5.32368948152590e+00 5.32826782183932e+00 5.39681322600428e+00 7.24523486506168e+00 7.39523699274604e+00 3.65829557915167e+01 3.73283821912557e+01 3.74151526398755e+01 3.76979455396089e+01 3.85674280044072e+01 3.85708450467972e+01
2.10173154664535e-01 -2.49585840071874e+00 -2.25760979476573e+00 3.41967538944206e+00 3.43021763712920e+00 3.49642980703089e+00 4.57152355815404e+00 4.69590864268037e+00 5.32373597841706e+00 5.32778161444134e+00 5.40164234033224e+00 7.23424550539059e+00 7.39980936982668e+00 3.64163640627938e+01 3.72118490290213e+01 3.73131456192622e+01 3.75277221060119e+01 3.84622758120213e+01 3.84652521698448e+01
2.21234899646879e-01 -2.47587417237934e+00 -2.23775761724250e+00 3.42061813049324e+00 3.43028256086926e+00 3.50089730173148e+00 4.56259774008098e+00 4.69932968024797e+00 5.32368777975721e+00 5.32730415076172e+00 5.40685240503830e+00 7.22272794088199e+00 7.40446430852055e+00 3.62446179716675e+01 3.70814110765581e+01 3.72064170824763e+01 3.73608090504357e+01 3.83522715846592e+01 3.83549302182455e+01
2.32296644629223e-01 -2.45495714503691e+00 -2.21684519125214e+00 3.42151706906297e+00 3.43036433182230e+00 3.50570726890594e+00 4.55326405830447e+00 4.70289568448310e+00 5.32355067083021e+00 5.32683954528943e+00 5.41243849321764e+00 7.21068877399470e+00 7.40918983769146e+00 3.60682603606430e+01 3.69335997122468e+01 3.70950130452475e+01 3.72013948637715e+01 3.82375203849663e+01 3.82399564974523e+01
2.43358389611567e-01 -2.43311217458447e+00 -2.19487298371280e+00 3.42237320051178e+00 3.43046527757285e+00 3.51085967268656e+00 4.54352735923774e+00 4.70660575375749e+00 5.32333227054059e+00 5.32639045987218e+00 5.41839486018659e+00 7.19813426557179e+00 7.41397602682764e+00 3.58878114117857e+01 3.67673181702888e+01 3.69790005478835e+01 3.70512956775337e+01 3.81181281646047e+01 3.81204180444101e+01
2.54420134593911e-01 -2.41034322736993e+00 -2.17184289761305e+00 3.42318906474980e+00 3.43058793575430e+00 3.51635269355137e+00 4.53339222765439e+00 4.71045968293609e+00 5.32304223207040e+00 5.32595754113324e+00 5.42471530742121e+00 7.18507029554563e+00 7.41881510124860e+00 3.57037682873864e+01 3.65853217727099e+01 3.68584651471737e+01 3.69084727763781e+01 3.79942021667502e+01 3.79964092907640e+01
